,Fighter Name,Nickname,W,L,D,Height,Weight,Reach,Stance,DOB,Age,SLPM,SAPM,STRA,STRD,TD,TDA,TDD,SUBA
722,David Dodd,None,4,7,0,"6' 2""",200 lbs.,NA,Orthodox,22-Sep-73,47,0,0,0,0,0,0,0,0
723,John Dodson,The Magician,22,11,0,"5' 3""",135 lbs.,"66""",Orthodox,26-Sep-84,36,3.28,3.23,0.41,0.64,0.84,0.31,0.83,0
724,Joe Doerksen,El Dirte,47,16,0,"6' 0""",185 lbs.,"75""",Orthodox,9-Oct-77,43,1.43,2.79,0.42,0.5,2.02,0.33,0.33,2.3
725,Mike Dolce,Skull Cracker,5,10,0,"5' 11""",185 lbs.,NA,NA,15-Apr-76,44,0,0,0,0,0,0,0,0
726,Roman Dolidze,None,5,0,0,"6' 3""",205 lbs.,NA,NA,15-Jul-88,32,NA,NA,NA,NA,NA,NA,NA,NA
727,Cameron Dollar,None,9,4,0,"5' 11""",155 lbs.,NA,Orthodox,12-May-87,33,5.04,2.94,0.38,0.61,0,0,0,0
728,CB Dollaway,The Doberman,18,10,0,"6' 2""",185 lbs.,"76""",Orthodox,10-Aug-83,37,2.8,2.39,0.47,0.56,3.7,0.54,0.78,1
729,Dennis Dombrow,None,2,2,0,NA,145 lbs.,NA,NA,17-Mar-86,34,0,0,0,0,0,0,0,0
730,OJ Dominguez,None,0,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
731,John Donaldson,J.T.,2,2,0,"5' 8""",145 lbs.,NA,NA,9-Jul-92,28,1.21,4.22,0.23,0.51,0,0,0,0
732,Cody Donovan,Donnybrook,8,5,0,"6' 3""",205 lbs.,"74""",Orthodox,20-Feb-81,39,5.61,5.44,0.59,0.45,1.67,0.28,0,1.7
733,Houston Dorr,None,1,2,0,"6' 1""",210 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
734,Rafael Dos Anjos,None,29,13,0,"5' 8""",170 lbs.,"70""",Southpaw,26-Oct-84,36,3.37,3.08,0.42,0.64,2.23,0.4,0.66,0.8
735,Junior Dos Santos,Cigano,21,7,0,"6' 4""",238 lbs.,"77""",Orthodox,30-Jan-84,36,4.89,3.32,0.49,0.55,0.41,0.62,0.8,0.1
736,Geronimo dos Santos,Mondragon,31,14,0,"6' 3""",264 lbs.,NA,Orthodox,17-Aug-80,40,1.09,8.73,0.33,0.41,0,0,0.33,0
737,Antonio Dos Santos,Junior Alpha,6,3,0,"5' 10""",185 lbs.,"72""",Orthodox,21-Jul-88,32,5.4,3.94,0.51,0.43,0,0,1,0
738,Anderson Dos Santos,Berinja,20,8,0,"5' 5""",135 lbs.,"70""",Orthodox,24-Jul-85,35,2.7,5.23,0.26,0.56,1,0.2,0.8,0.5
739,Tiago Trator,Trator,20,6,2,"5' 9""",145 lbs.,"70""",Orthodox,12-Apr-87,33,3.69,4.23,0.35,0.59,0.63,0.11,0.33,0.3
740,David Douglas,Tarzan,8,3,0,"5' 11""",155 lbs.,NA,NA,16-Aug-81,39,0,0,0,0,0,0,0,0
741,Damion Douglas,None,4,1,0,NA,170 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
742,John Dowdy,None,0,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
743,Jordan Dowdy,None,2,3,0,NA,170 lbs.,NA,NA,NA,0,2.11,2.63,0.44,0.5,0,0,0,0
744,Danny Downes,None,8,3,0,"6' 0""",155 lbs.,"72""",Orthodox,8-Apr-86,34,1.66,3.53,0.34,0.37,0,0,0.37,0.5
745,Derek Downey,None,11,4,0,"6' 1""",185 lbs.,NA,Orthodox,27-Apr-80,40,0.32,3.36,1,0.12,2.4,0.16,0,0
746,John Doyle,The Iron Bull,11,20,0,"5' 11""",205 lbs.,NA,Orthodox,21-Nov-76,44,3.5,10.51,0.44,0.27,0,0,0,0
747,Edson Drago,None,9,4,0,"6' 4""",220 lbs.,NA,Orthodox,29-Aug-77,43,1.16,2.39,0.4,0.36,0,0,0.55,0
748,Chris Drumm,None,0,1,0,"5' 8""",145 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
749,Tomasz Drwal,Gorilla,19,4,1,"6' 1""",205 lbs.,"76""",Orthodox,22-Jan-82,38,3.29,2.26,0.38,0.57,3.55,0.6,0.82,0.4
750,Robert Drysdale,None,6,0,0,"6' 3""",205 lbs.,"78""",Orthodox,5-Oct-81,39,0,0,0,0,7.32,1,0,21.9
751,Hugo Duarte,None,6,3,0,"6' 0""",240 lbs.,NA,Orthodox,9-Aug-68,52,0,0,0,0,0,0,0,0
752,Antonio Duarte,Tigre,15,4,0,"5' 7""",135 lbs.,NA,NA,NA,0,4.55,4.18,0.4,0.57,0,0,0.6,0
753,Joe Duarte,None,10,3,0,NA,155 lbs.,NA,NA,25-Jan-77,43,2.27,4,0.38,0.53,3,0.5,0.69,1
754,Milana Dudieva,None,11,5,0,"5' 3""",135 lbs.,"61""",Orthodox,4-Aug-89,31,0.87,3.43,0.31,0.58,2.34,0.45,0,0
755,Adin Duenas,None,6,1,0,"5' 6""",145 lbs.,NA,NA,2-Jul-88,32,0,0,0,0,0,0,0,0
756,Todd Duffee,None,9,3,0,"6' 3""",260 lbs.,"79""",Orthodox,6-Dec-85,35,5.58,2.61,0.35,0.6,0,0,0.9,0
757,Joe Duffy,Irish,16,4,0,"5' 10""",155 lbs.,"73""",Orthodox,18-Feb-88,32,3.07,3.45,0.34,0.58,0.66,1,0.71,1
758,Alexis Dufresne,Sneaky Zebra,5,4,0,"5' 9""",135 lbs.,"68""",Orthodox,31-Aug-90,30,1.33,3.33,0.27,0.6,1.5,0.5,0.5,0
759,Jessamyn Duke,The Gun,3,3,0,"5' 11""",135 lbs.,"73""",NA,24-Jun-86,34,4.83,4.43,0.53,0.57,1.27,0.36,0.5,1.9
760,Kelly Dullanty,Psycho,4,2,0,"5' 8""",155 lbs.,NA,Orthodox,4-Nov-77,43,0,0.67,0,0.75,0,0,0.66,0
761,Norma Dumont,The Immortal,4,1,0,"5' 7""",135 lbs.,NA,NA,1-Oct-90,30,NA,NA,NA,NA,NA,NA,NA,NA
762,Evan Dunham,None,18,8,1,"5' 10""",155 lbs.,"70""",Southpaw,18-Dec-81,39,5.46,3.51,0.39,0.62,1.85,0.32,0.8,1
763,Alex Dunworth,None,2,2,0,"5' 8""",155 lbs.,NA,NA,NA,0,1.94,8.71,0.31,0.35,0,0,0.5,0
764,Tom Duquesnoy,FireKid,16,2,0,"5' 7""",135 lbs.,"68""",Orthodox,21-Jun-93,27,3.37,5.03,0.46,0.57,0.73,1,0.33,0
765,Reuben Duran,None,8,5,1,"5' 7""",135 lbs.,"69""",Orthodox,2-Jul-83,37,3.19,2.61,0.49,0.5,0.98,0.23,0.25,0.7
766,Luiz Dutra,Besouro,11,4,1,"5' 11""",170 lbs.,"71""",Orthodox,6-May-82,38,3.92,4.8,0.5,0.41,0,0,1,0
767,Rilley Dutro,The Perfect Storm,14,3,0,"5' 8""",125 lbs.,"70""",Orthodox,3-Sep-87,33,NA,NA,NA,NA,NA,NA,NA,NA
768,Bill Duvall,None,1,2,0,"6' 2""",185 lbs.,NA,Southpaw,NA,0,0,2.4,0,0.4,0,0,0,0
769,Merab Dvalishvili,The Machine,10,4,0,"5' 6""",135 lbs.,"68""",Orthodox,10-Jan-91,29,0,0,0,0,0,0,0,0
770,Matt Dwyer,None,8,4,0,"6' 4""",170 lbs.,"76""",Orthodox,17-Dec-89,31,2.57,3.24,0.34,0.54,0.44,0.1,0.6,0
771,Rolando Dy,Dy Incredible,9,7,1,"5' 8""",145 lbs.,"69""",Orthodox,11-Aug-90,30,2.35,2.95,0.37,0.52,0.38,0.2,0.64,0
772,Ben Earwood,None,12,3,0,"5' 8""",170 lbs.,NA,Orthodox,NA,0,0.5,0.2,0.55,0.33,3,1,0,0
773,Cody East,The Freight Train,12,3,0,"6' 3""",245 lbs.,"74""",Orthodox,29-Jun-88,32,4.15,7.32,0.43,0.4,3.97,1,0.16,0
774,Marvin Eastman,The Beastman,17,14,1,"5' 9""",185 lbs.,"73""",Orthodox,8-Jun-71,49,2.21,3.92,0.35,0.42,1.38,0.33,0.81,0
775,Mike Easton,The Hulk,13,5,0,"5' 6""",135 lbs.,"70""",Southpaw,25-Jan-84,36,3.51,4.28,0.37,0.61,0.75,0.22,0.66,0
776,Maurice Eazel,None,7,15,0,"5' 7""",135 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
777,Vincent Eazelle,The Real Deal,9,2,0,"5' 11""",155 lbs.,NA,NA,7-Dec-80,40,0,0,0,0,0,0,0,0
778,Ross Ebanez,The Boss,20,8,0,"5' 9""",154 lbs.,NA,Southpaw,18-May-75,45,0.74,0.74,0.5,0.62,3.7,1,0,0
779,Brian Ebersole,Bad Boy,51,17,1,"6' 0""",170 lbs.,"73""",Southpaw,27-Nov-80,40,2.32,2.14,0.49,0.56,1.7,0.23,0.61,0.1
780,Mark Eddiva,None,6,3,0,"5' 8""",145 lbs.,"68""",Orthodox,16-Feb-86,34,3.37,2.98,0.45,0.54,1.45,0.22,0.63,0
781,Frankie Edgar,The Answer,22,8,1,"5' 6""",145 lbs.,"68""",Orthodox,16-Oct-81,39,3.55,2.15,0.4,0.7,2.59,0.35,0.65,0.4
782,Abdul-Kerim Edilov,None,17,4,0,"6' 2""",205 lbs.,"78""",Orthodox,25-Nov-91,29,10.22,0.13,0.61,0.92,3.98,1,0,2
783,Johnny Eduardo,None,28,12,0,"5' 7""",135 lbs.,"71""",Orthodox,3-Aug-78,42,2.58,3.17,0.37,0.62,0,0,0.62,0.6
784,Yves Edwards,None,42,22,1,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,44,2.91,2.34,0.42,0.66,0.76,0.53,0.69,0.7
785,Justin Edwards,Fast Eddy,9,5,0,"5' 10""",155 lbs.,"70""",Orthodox,26-Jan-83,37,2.68,3.32,0.42,0.51,2.14,0.26,0.27,1
786,Leon Edwards,Rocky,18,3,0,"6' 0""",170 lbs.,"74""",Southpaw,25-Aug-91,29,2.07,2.03,0.47,0.55,1.6,0.31,0.66,0.7
787,Te Edwards,Tango,6,3,0,"5' 8""",155 lbs.,"72""",Orthodox,11-Sep-90,30,NA,NA,NA,NA,NA,NA,NA,NA
788,Adli Edwards,Sunshine,6,1,0,NA,145 lbs.,NA,NA,28-Aug-89,31,NA,NA,NA,NA,NA,NA,NA,NA
789,Tom Egan,None,5,3,0,"5' 11""",170 lbs.,NA,Orthodox,NA,0,0,3.91,0,0.5,0,0,0.28,0
790,Justin Eilers,The Hammer,19,7,1,"6' 1""",235 lbs.,NA,Orthodox,28-Jun-78,42,1.78,6.56,0.3,0.47,0,0,0,0
791,Jon Olav Einemo,The Viking,6,3,0,"6' 6""",253 lbs.,NA,Orthodox,10-Dec-75,45,2.15,3.05,0.52,0.52,1.73,0.55,0.43,0
792,Per Eklund,None,14,5,1,"5' 10""",155 lbs.,"72""",Orthodox,NA,0,2.07,2.38,0.61,0.67,2.07,0.11,0.5,3.6
793,John Elam,None,2,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
794,John Paul Elias,None,3,1,0,"6' 4""",205 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
795,Saul Elizondo,None,6,8,0,"5' 7""",135 lbs.,NA,NA,17-Jul-85,35,2.07,4.93,0.3,0.48,2,1,0.66,1
796,Darren Elkins,The Damage,25,8,0,"5' 10""",145 lbs.,"71""",Orthodox,16-May-84,36,3.16,2.27,0.37,0.57,2.79,0.36,0.5,1.5
797,Jake Ellenberger,The Juggernaut,31,15,0,"5' 9""",170 lbs.,"71""",Orthodox,28-Mar-85,35,2.43,2.73,0.38,0.61,2.1,0.47,0.86,0.4
798,Joe Ellenberger,Excalibur,15,2,0,"5' 9""",155 lbs.,"72""",Orthodox,28-Mar-85,35,1.62,3.45,0.47,0.48,3.17,0.4,0,1.1
799,Tim Elliott,None,16,10,1,"5' 7""",135 lbs.,"66""",Southpaw,24-Dec-86,34,3.5,2.41,0.45,0.62,4.38,0.64,0.5,1.2
800,Eddy Ellis,Fast,16,15,1,"5' 9""",170 lbs.,NA,Orthodox,NA,0,3.4,1.53,0.69,0.68,4,0.66,0.5,2
801,Lisa Ellis,None,15,10,0,"5' 4""",115 lbs.,"62""",NA,15-Nov-82,38,1.68,2.32,0.48,0.57,4.19,0.63,0.5,0.6
802,Anna Elmose,Panda,3,2,0,"5' 3""",115 lbs.,"65""",Orthodox,6-Oct-84,36,3.68,4.64,0.49,0.56,0,0,0.33,0
803,Aaron Ely,The Cyborg,5,2,0,"5' 8""",135 lbs.,NA,NA,18-Mar-89,31,0.82,0.66,0.15,0.69,2.47,1,0.5,4.9
804,Ramazan Emeev,Gorets,18,4,0,"5' 10""",170 lbs.,"76""",Southpaw,23-May-87,33,2.53,1.93,0.53,0.58,1,0.11,0,0
805,Aleksander Emelianenko,None,17,4,0,"6' 6""",255 lbs.,NA,Orthodox,2-Aug-81,39,2.75,1.7,0.41,0.65,2.32,0.72,0.66,0.9
806,Fedor Emelianenko,The Last Emperor,34,4,0,"6' 0""",230 lbs.,"74""",Orthodox,28-Sep-76,44,3.18,1,0.51,0.63,2,0.63,0.82,1.9
807,Rob Emerson,The Saint,11,10,0,"5' 9""",155 lbs.,"70""",Orthodox,30-Jul-81,39,2.5,2.83,0.3,0.64,2.02,0.52,0.65,0.4
808,Jamall Emmers,Pretty Boy,17,5,0,"5' 10""",145 lbs.,"74""",Orthodox,24-Jul-89,31,4.96,4.35,0.52,0.58,1.42,0.33,1,0
809,Josh Emmett,None,15,2,0,"5' 6""",145 lbs.,"70""",Orthodox,4-Mar-85,35,4.15,3.63,0.37,0.64,2.25,0.52,0.5,0.2
810,Marius Enache,None,3,3,0,"5' 11""",155 lbs.,NA,NA,16-Oct-75,45,1.71,0.66,0.34,0.84,3.94,1,0,3.9
811,Kevin Engel,The Hitman,4,1,0,"6' 2""",170 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
812,Oliver Enkamp,The Future,7,2,0,"6' 0""",170 lbs.,"77""",Switch,10-Aug-91,29,2.27,3.8,0.33,0.35,1,0.2,0,0
813,Alex Enlund,None,14,2,0,"5' 10""",145 lbs.,"73""",Orthodox,27-May-87,33,0,0,0,0,0,0,0,0
814,Ian Entwistle,Enty,9,3,0,"5' 5""",135 lbs.,"64""",Orthodox,19-Nov-86,34,0.11,7.36,0.07,0.31,0,0,0,12.1
815,Andy Enz,Lionheart,8,3,0,"6' 3""",185 lbs.,"78""",Orthodox,15-Aug-91,29,3.51,5.32,0.23,0.57,0,0,0.58,0
816,Won Jin Eoh,None,5,5,1,"5' 7""",160 lbs.,NA,Orthodox,NA,0,3.74,3.58,0.44,0.46,0,0,0.5,0
817,Josh Epps,None,3,4,0,NA,130 lbs.,NA,NA,23-Aug-86,34,0,0,0,0,0,0,0,0
818,Tom Erikson,The Big Cat,9,4,1,"6' 3""",280 lbs.,NA,Orthodox,NA,0,0.94,1.87,0.47,0.25,4.68,0.6,1,6.2
819,Konstantin Erokhin,The Russian Bear,9,3,0,"5' 11""",230 lbs.,"73""",Orthodox,31-Jan-83,37,1.07,1.83,0.36,0.47,0,0,0.7,0
820,Julian Erosa,Juicy J,22,9,0,"6' 1""",145 lbs.,"74""",Southpaw,31-Jul-89,31,3.74,3.84,0.5,0.53,2.19,0.75,0.75,1.5
821,Nick Ertl,None,8,6,0,"5' 9""",155 lbs.,NA,NA,NA,0,2.13,2.53,0.69,0.41,3,0.5,0,0
822,Chel Erwin-Davis,The First Sun,2,1,0,"6' 0""",170 lbs.,NA,NA,NA,0,4.06,1.13,0.54,0.61,4.25,1,0.5,1.4
823,Bobby Escalante,None,3,3,0,NA,130 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
824,Eric Esch,Butterbean,14,10,1,"5' 11""",350 lbs.,NA,Orthodox,3-Aug-68,52,3.07,1.74,0.71,0.43,0,0,0,2
825,Pro Escobedo,None,1,0,0,NA,205 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
826,Cole Escovedo,Apache Kid,17,8,0,"5' 7""",135 lbs.,"72""",Orthodox,30-Aug-81,39,1.82,4.85,0.45,0.45,0.55,0.4,0.1,0
827,Efrain Escudero,Hecho En Mexico,25,11,0,"5' 9""",155 lbs.,"70""",Orthodox,15-Jan-86,34,2.92,2.3,0.44,0.63,1.31,0.4,0.66,0.8
828,Evan Esguerra,None,3,4,0,NA,145 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
829,Carla Esparza,Cookie Monster,16,6,0,"5' 1""",115 lbs.,"63""",NA,10-Oct-87,33,2.22,2.94,0.38,0.57,4.79,0.38,0.83,0.5
830,Juan Espino,El Guapo,10,1,0,"6' 4""",250 lbs.,"82""",NA,9-Oct-80,40,6.11,1.11,0.95,0.33,8.33,1,0,8.3
831,Jordan Espinosa,None,14,7,0,"5' 6""",125 lbs.,"71""",Orthodox,8-Nov-89,31,5.06,3.61,0.63,0.54,0,0,1,10.8
832,Jodie Esquibel,None,6,6,0,"5' 1""",115 lbs.,"64""",Orthodox,7-May-86,34,4.33,8.47,0.37,0.61,0,0,0.5,0
833,Terry Etim,None,15,5,0,"6' 1""",155 lbs.,"73""",Orthodox,11-Jan-86,34,2.16,2.53,0.35,0.67,0.43,0.3,0.39,1.4
834,Fred Ettish,None,1,1,0,"6' 0""",180 lbs.,NA,Southpaw,NA,0,0,0,0,0,0,0,0,0
835,Scott Ettling,None,4,2,0,NA,135 lbs.,NA,NA,NA,0,0,0.54,0,0.83,8.04,1,0,0
836,Sijara Eubanks,Sarj,5,4,0,"5' 4""",135 lbs.,"67""",NA,27-Apr-85,35,0,0,0,0,0,0,0,0
837,Billy Evangelista,None,11,2,0,"5' 8""",155 lbs.,"68""",Orthodox,7-Oct-80,40,4.51,3.96,0.4,0.61,1.6,0.19,0.61,0.2
838,Rashad Evans,Suga,24,8,1,"6' 0""",205 lbs.,"75""",Orthodox,25-Sep-79,41,2.14,2.41,0.37,0.63,2.99,0.45,0.73,0
839,Doug Evans,None,13,9,0,"5' 9""",155 lbs.,NA,Orthodox,10-Oct-80,40,1.79,2.55,0.35,0.55,3.19,0.83,0.69,0.6
840,Ashlee Evans-Smith,Rebel Girl,6,4,0,"5' 8""",125 lbs.,"67""",Orthodox,9-Jul-87,33,4.15,3.06,0.38,0.64,1.19,0.28,0.66,0
841,Dan Evensen,The Viking,11,4,0,"6' 3""",250 lbs.,NA,Orthodox,1-Jun-74,46,0.27,3.86,0.1,0.38,0,0,0,4
842,Tonya Evinger,Triple Threat,19,8,0,"5' 7""",135 lbs.,"70""",Orthodox,4-Jun-81,39,1.38,3.15,0.39,0.46,1.01,0.4,0.28,1.5
843,Movsar Evloev,None,12,0,0,"5' 7""",145 lbs.,"72""",Orthodox,11-Feb-94,26,4.03,3.47,0.38,0.64,4.5,0.33,0.85,0
844,Andre Ewell,Mr. Highlight,16,6,0,"5' 8""",135 lbs.,"75""",Southpaw,21-Jan-88,32,NA,NA,NA,NA,NA,NA,NA,NA
845,Neal Ewing,None,6,0,0,NA,185 lbs.,NA,NA,30-Sep-85,35,2.27,1.93,0.6,0.48,5,0.62,0,0
846,Jessica Eye,Evil,15,7,0,"5' 6""",125 lbs.,"66""",Orthodox,27-Jul-86,34,3.52,3.43,0.36,0.59,0.16,1,0.61,0.2
847,Edward Faaloloto,None,2,3,0,NA,155 lbs.,"70""",NA,15-Jul-84,36,2.28,6.25,0.32,0.44,1.01,0.25,0.33,0
848,Urijah Faber,The California Kid,35,11,0,"5' 6""",135 lbs.,"67""",Orthodox,14-May-79,41,2.66,2.51,0.41,0.65,1.59,0.31,0.6,0.9
849,Melinda Fabian,None,4,4,2,"5' 6""",125 lbs.,"66""",NA,25-Jun-87,33,3.27,3.13,0.41,0.41,0,0,1,0
850,Wagnney Fabiano,The Silencer,14,3,0,"5' 6""",145 lbs.,"69""",Southpaw,14-Jul-75,45,1.19,0.66,0.38,0.7,3.44,0.64,1,0.4
851,Bartosz Fabinski,The Butcher,14,3,0,"6' 0""",170 lbs.,"75""",Orthodox,26-Apr-86,34,2.2,0.77,0.71,0.5,8,0.72,1,0
852,Ron Faircloth,None,33,20,0,"5' 9""",205 lbs.,NA,Orthodox,16-Aug-79,41,0.39,8.9,0.4,0.42,0,0,0,0
853,Jason Fairn,None,4,5,0,"6' 1""",230 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
854,Maiquel Falcao,Big Rig,28,4,0,"5' 11""",185 lbs.,NA,Orthodox,8-Mar-81,39,1.67,0.53,0.55,0.86,1,1,0.71,3
855,Brodie Farber,None,14,6,0,"6' 1""",170 lbs.,NA,Orthodox,5-Jul-80,40,1.69,2.17,0.45,0.53,0.9,0.5,0.2,0.9
856,Joao Paulo Faria,None,1,1,0,"5' 9""",155 lbs.,NA,NA,NA,0,6.69,2.09,0.64,0.85,1.25,0.5,0,1.2
857,Kalindra Faria,None,18,8,1,"5' 7""",125 lbs.,NA,Switch,23-Jul-86,34,0,1.03,0,0.4,0,0,0,0
858,Chance Farrar,None,8,3,0,"5' 9""",145 lbs.,NA,Southpaw,11-Sep-75,45,0.81,2.21,0.22,0.67,3.02,1,0,0
859,Rico Farrington,The Triggerman,7,2,0,"6' 4""",170 lbs.,NA,NA,19-Jun-89,31,NA,NA,NA,NA,NA,NA,NA,NA
860,Kelly Faszholz,None,3,2,0,"5' 8""",135 lbs.,"67""",Orthodox,9-Apr-85,35,4.01,3.61,0.48,0.52,0,0,0.44,0
861,Rodney Faverus,None,25,19,3,"6' 0""",215 lbs.,NA,Southpaw,NA,0,2.3,1.6,0.53,0.54,4.5,1,0.25,0
862,Paul Felder,The Irish Dragon,17,5,0,"5' 11""",155 lbs.,"70""",Orthodox,25-Apr-84,36,3.49,2.8,0.43,0.52,0.4,0.37,0.6,0.4
863,Carlos Felipe,Boi,8,0,0,"6' 0""",245 lbs.,NA,NA,12-Jan-95,25,0,0,0,0,0,0,0,0
864,JP Felty,None,1,2,0,NA,170 lbs.,NA,NA,28-Apr-79,41,0,0,0,0,0,0,0,0
865,Kevin Ferguson,Kimbo Slice,5,2,0,"6' 2""",235 lbs.,NA,Orthodox,8-Feb-74,46,2.3,3.41,0.5,0.38,3.1,0.72,0.36,1.2
866,Rhadi Ferguson,None,3,0,0,"5' 7""",205 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
867,Tony Ferguson,El Cucuy,26,3,0,"5' 11""",155 lbs.,"76""",Orthodox,12-Feb-84,36,5.09,3.48,0.42,0.64,0.64,0.42,0.76,1.6
868,Josh Ferguson,Taz,7,5,0,"5' 5""",125 lbs.,"66""",Orthodox,13-May-88,32,2.13,4.18,0.43,0.32,0.59,0.11,0.54,0
869,CJ Fernandes,None,14,8,3,"6' 2""",170 lbs.,NA,NA,13-Nov-77,43,0,0,0,0,0,0,0,0
870,Bibiano Fernandes,None,10,3,0,"5' 7""",139 lbs.,NA,Orthodox,30-Mar-80,40,2.91,2.02,0.4,0.72,3.97,0.53,0.77,0.6
871,Alexandre Ferreira,Cacareco,18,6,0,"5' 7""",205 lbs.,NA,Orthodox,25-Apr-79,41,2.57,8.14,0.6,0.42,0,0,0,0
872,Cezar Ferreira,Mutante,14,8,0,"6' 1""",185 lbs.,"78""",Southpaw,15-Feb-85,35,1.87,2.01,0.41,0.57,2.59,0.63,0.93,0.5
873,Diego Ferreira,None,17,2,0,"5' 9""",155 lbs.,"74""",Orthodox,18-Jan-85,35,3.34,3.03,0.37,0.54,0.36,0.11,0.6,1.1
874,Scott Ferrozzo,The Pitbull,4,2,0,"5' 11""",323 lbs.,NA,Orthodox,26-Apr-65,55,0,0,0,0,0,0,0,0
875,Drew Fickett,The Master,41,16,0,"5' 10""",155 lbs.,"70""",Orthodox,14-Dec-79,41,2.33,2.29,0.41,0.57,1.3,0.35,0.3,2.2
876,Scott Fiedler,None,0,1,0,"6' 4""",235 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
877,Ron Fields,Killing,25,30,1,"6' 2""",200 lbs.,NA,Orthodox,18-Nov-74,46,0.33,2.64,0.33,0.11,0,0,0,0
878,Deiveson Figueiredo,Deus da Guerra,18,1,0,"5' 5""",125 lbs.,"68""",Orthodox,18-Dec-87,33,1.44,1.84,0.48,0.5,1.8,0.42,0.36,5.4
879,Anthony Figueroa,None,5,6,1,"5' 4""",135 lbs.,NA,Orthodox,NA,0,2.37,3.77,0.48,0.49,0,0,0.58,0
880,Edwin Figueroa,El Feroz,9,4,0,"5' 7""",135 lbs.,"69""",Orthodox,31-Jul-84,36,2.57,3.06,0.39,0.51,0.2,1,0.37,0.6
881,Paulo Filho,None,22,4,2,"5' 8""",185 lbs.,NA,Southpaw,24-May-78,42,1.86,1.67,0.48,0.66,2.4,0.32,0.42,1.6
882,Andre Fili,Touchy,20,7,0,"5' 11""",145 lbs.,"74""",Orthodox,25-Jun-90,30,3.67,3.12,0.38,0.57,2.74,0.5,0.58,0.2
883,Mirko Cro Cop,Cro Cop,31,11,2,"6' 2""",230 lbs.,"73""",Southpaw,10-Sep-74,46,2.11,1.89,0.5,0.63,0.19,0.4,0.78,0.3
884,Brady Fink,None,2,3,0,"6' 0""",183 lbs.,NA,Orthodox,NA,0,1.69,1.69,0.41,0.61,3.63,0.25,0,3.6
885,Jesse Finney,None,6,1,0,"6' 0""",170 lbs.,NA,NA,11-Jul-74,46,0,0,0,0,0,0,0,0
886,Jan Finney,Cuddles,8,10,0,"5' 8""",135 lbs.,NA,Orthodox,NA,0,2.16,8.75,0.28,0.42,0.77,0.11,0.25,0
887,Luigi Fioravanti,None,22,11,0,"5' 8""",170 lbs.,"70""",Orthodox,22-Jan-81,39,2.23,2.21,0.42,0.69,3.76,0.63,0.67,0.9
888,Luiz Firmino,Buscape,13,6,0,"5' 6""",154 lbs.,NA,Orthodox,18-Mar-82,38,1.23,1.22,0.5,0.51,3.86,0.45,0.2,0.9
889,Spencer Fisher,The King,25,9,0,"5' 7""",155 lbs.,"70""",Southpaw,9-May-76,44,3.17,3.03,0.43,0.64,0.67,0.3,0.6,0.8
890,Chris Fishgold,None,18,3,1,"5' 8""",145 lbs.,"68""",Orthodox,6-Jun-92,28,2.53,2.53,0.31,0.53,4.55,0.5,0.33,1.5
891,Bryanna Fissori,None,2,4,0,"5' 4""",145 lbs.,NA,NA,NA,0,1.4,1.2,0.46,0.57,2,0.25,0.5,0
892,Jon Fitch,None,27,5,1,"6' 0""",170 lbs.,"76""",Orthodox,24-Feb-78,42,2.61,1.65,0.5,0.54,3.6,0.51,0.56,0.8
893,Rafael Fiziev,Ataman,7,1,0,"5' 8""",155 lbs.,"71""",Switch,5-Mar-93,27,4.08,3.96,0.5,0.55,0.91,1,1,0
894,Colin Fletcher,The Freakshow,9,3,0,"6' 2""",155 lbs.,"78""",Orthodox,8-Jan-83,37,3.1,2.97,0.34,0.62,0,0,0.27,0
895,Luke Flores,Luke,7,1,0,"6' 0""",155 lbs.,NA,Southpaw,17-Mar-88,32,2.11,2.34,0.46,0.62,0,0,0.5,1.8
896,Kenny Florian,KenFlo,14,6,0,"5' 10""",145 lbs.,"74""",Southpaw,26-May-76,44,2.41,1.85,0.4,0.63,2.22,0.33,0.6,1.3
897,Cody Floyd,None,2,0,0,NA,NA,NA,NA,18-Jul-88,32,NA,NA,NA,NA,NA,NA,NA,NA
898,Bobby Flynn,None,6,4,0,NA,170 lbs.,NA,NA,NA,0,0.38,0.77,0.25,0,0,0,0,0
899,Caros Fodor,The Future,7,3,0,"5' 9""",155 lbs.,"76""",Orthodox,7-Jan-84,36,2.76,2.83,0.54,0.54,2.1,0.25,0.5,0
